scenario,0,1
0,313,2117.0
1,191,1796.0
2,673,
3,1005,1083.0
4,1496,2253.0
5,1077,
6,313,2117.0
7,191,1796.0
8,673,
9,313,2117.0
10,191,1796.0
11,673,
12,313,2117.0
13,191,1796.0
14,673,
15,313,2117.0
16,191,1796.0
17,673,
18,313,2117.0
19,191,1796.0
20,673,
21,313,2117.0
22,191,1796.0
23,673,
24,313,2117.0
25,191,1796.0
26,673,
27,313,2117.0
28,191,1796.0
29,673,
30,313,2117.0
31,191,1796.0
32,673,
33,313,2117.0
34,191,1796.0
35,673,
36,313,2117.0
37,191,1796.0
38,673,
39,313,2117.0
40,191,1796.0
41,673,
42,313,2117.0
43,191,1796.0
44,673,
45,313,2117.0
46,191,1796.0
47,673,
48,313,2117.0
49,191,1796.0
50,673,
51,313,2117.0
52,191,1796.0
53,673,
54,313,2117.0
55,191,1796.0
56,673,
57,313,2117.0
58,191,1796.0
59,673,
60,313,2117.0
61,191,1796.0
62,673,
63,313,2117.0
64,191,1796.0
65,673,
66,313,2117.0
67,191,1796.0
68,673,
69,313,2117.0
70,191,1796.0
71,673,
72,313,2117.0
73,191,1796.0
74,673,
75,313,2117.0
76,191,1796.0
77,673,
78,313,2117.0
79,191,1796.0
80,673,
81,313,2117.0
82,191,1796.0
83,673,
84,313,2117.0
85,191,1796.0
86,673,
87,313,2117.0
88,191,1796.0
89,673,
90,313,2117.0
91,191,1796.0
92,673,
93,313,2117.0
94,191,1796.0
95,673,
96,313,2117.0
97,191,1796.0
98,673,
99,313,2117.0
100,191,1796.0
101,673,
102,313,2117.0
103,191,1796.0
104,673,
105,313,2117.0
106,191,1796.0
107,673,
108,313,2117.0
109,191,1796.0
110,673,
111,313,2117.0
112,191,1796.0
113,673,
114,313,2117.0
115,191,1796.0
116,673,
117,313,2117.0
118,191,1796.0
119,673,
120,313,2117.0
121,191,1796.0
122,673,
123,313,2117.0
124,191,1796.0
125,673,
126,313,2117.0
127,191,1796.0
128,673,
129,313,2117.0
130,191,1796.0
131,673,
132,313,2117.0
133,191,1796.0
134,673,
135,313,2117.0
136,191,1796.0
137,673,
138,313,2117.0
139,191,1796.0
140,673,
141,313,2117.0
142,191,1796.0
143,673,
144,313,2117.0
145,191,1796.0
146,673,
147,313,2117.0
148,191,1796.0
149,673,
150,313,2117.0
151,191,1796.0
152,673,
153,313,2117.0
154,191,1796.0
155,673,
156,313,2117.0
157,191,1796.0
158,673,
159,313,2117.0
160,191,1796.0
161,673,
162,313,2117.0
163,191,1796.0
164,673,
165,313,2117.0
166,191,1796.0
167,673,
168,313,2117.0
169,191,1796.0
170,673,
171,313,2117.0
172,191,1796.0
173,673,
174,313,2117.0
175,191,1796.0
176,673,
177,313,2117.0
178,191,1796.0
179,673,
180,313,2117.0
181,191,1796.0
182,673,
183,313,2117.0
184,191,1796.0
185,673,
186,313,2117.0
187,191,1796.0
188,673,
189,313,2117.0
190,191,1796.0
191,673,
192,313,2117.0
193,191,1796.0
194,673,
195,313,2117.0
196,191,1796.0
197,673,
198,313,2117.0
199,191,1796.0
200,673,
201,313,2117.0
202,191,1796.0
203,673,
204,313,2117.0
205,191,1796.0
206,673,
207,313,2117.0
208,191,1796.0
209,673,
210,313,2117.0
211,191,1796.0
212,673,
213,313,2117.0
214,191,1796.0
215,673,
216,313,2117.0
217,191,1796.0
218,673,
219,313,2117.0
220,191,1796.0
221,673,
222,1005,1083.0
223,1496,2253.0
224,1077,
225,313,2117.0
226,191,1796.0
227,673,
228,1005,1083.0
229,1496,2253.0
230,1077,
231,313,2117.0
232,191,1796.0
233,673,
234,313,2117.0
235,191,1796.0
236,673,
237,313,2117.0
238,191,1796.0
239,673,
240,313,2117.0
241,191,1796.0
242,673,
243,313,2117.0
244,191,1796.0
245,673,
246,313,2117.0
247,191,1796.0
248,673,
249,313,2117.0
250,191,1796.0
251,673,
252,313,2117.0
253,191,1796.0
254,673,
255,313,2117.0
256,191,1796.0
257,673,
258,313,2117.0
259,191,1796.0
260,673,
261,313,2117.0
262,191,1796.0
263,673,
264,313,2117.0
265,191,1796.0
266,673,
267,313,2117.0
268,191,1796.0
269,673,
270,313,2117.0
271,191,1796.0
272,673,
273,313,2117.0
274,191,1796.0
275,673,
276,313,2117.0
277,191,1796.0
278,673,
279,313,2117.0
280,191,1796.0
281,673,
282,313,2117.0
283,191,1796.0
284,673,
285,313,2117.0
286,191,1796.0
287,673,
288,313,2117.0
289,191,1796.0
290,673,
291,313,2117.0
292,191,1796.0
293,673,
294,313,2117.0
295,191,1796.0
296,673,
297,313,2117.0
298,191,1796.0
299,673,
300,313,2117.0
301,191,1796.0
302,673,
303,313,2117.0
304,191,1796.0
305,673,
306,313,2117.0
307,191,1796.0
308,673,
309,313,2117.0
310,191,1796.0
311,673,
312,313,2117.0
313,191,1796.0
314,673,
315,313,2117.0
316,191,1796.0
317,673,
318,313,2117.0
319,191,1796.0
320,673,
321,313,2117.0
322,191,1796.0
323,673,
324,313,2117.0
325,191,1796.0
326,673,
327,313,2117.0
328,191,1796.0
329,673,
330,313,2117.0
331,191,1796.0
332,673,
333,313,2117.0
334,191,1796.0
335,673,
336,313,2117.0
337,191,1796.0
338,673,
339,313,2117.0
340,191,1796.0
341,673,
342,313,2117.0
343,191,1796.0
344,673,
345,313,2117.0
346,191,1796.0
347,673,
348,313,2117.0
349,191,1796.0
350,673,
351,313,2117.0
352,191,1796.0
353,673,
354,313,2117.0
355,191,1796.0
356,673,
357,313,2117.0
358,191,1796.0
359,673,
360,313,2117.0
361,191,1796.0
362,673,
363,313,2117.0
364,191,1796.0
365,673,
366,313,2117.0
367,191,1796.0
368,673,
369,313,2117.0
370,191,1796.0
371,673,
372,1005,1083.0
373,1496,2253.0
374,1077,
375,313,2117.0
376,191,1796.0
377,673,
378,1005,1083.0
379,1496,2253.0
380,1077,
381,313,2117.0
382,191,1796.0
383,673,
384,313,2117.0
385,191,1796.0
386,673,
387,313,2117.0
388,191,1796.0
389,673,
390,313,2117.0
391,191,1796.0
392,673,
393,313,2117.0
394,191,1796.0
395,673,
396,313,2117.0
397,191,1796.0
398,673,
399,313,2117.0
400,191,1796.0
401,673,
402,313,2117.0
403,191,1796.0
404,673,
405,313,2117.0
406,191,1796.0
407,673,
408,313,2117.0
409,191,1796.0
410,673,
411,313,2117.0
412,191,1796.0
413,673,
414,313,2117.0
415,191,1796.0
416,673,
417,313,2117.0
418,191,1796.0
419,673,
420,313,2117.0
421,191,1796.0
422,673,
423,313,2117.0
424,191,1796.0
425,673,
426,313,2117.0
427,191,1796.0
428,673,
429,313,2117.0
430,191,1796.0
431,673,
432,313,2117.0
433,191,1796.0
434,673,
435,313,2117.0
436,191,1796.0
437,673,
438,313,2117.0
439,191,1796.0
440,673,
441,313,2117.0
442,191,1796.0
443,673,
444,313,2117.0
445,191,1796.0
446,673,
447,313,2117.0
448,191,1796.0
449,673,
450,313,2117.0
451,191,1796.0
452,673,
453,313,2117.0
454,191,1796.0
